Date & Time,Charleville Mall,Charleville Mall Cyclist IN,Charleville Mall Cyclist OUT,Drumcondra Cyclists 1,Drumcondra Cyclists 1 Cyclist IN,Drumcondra Cyclists 1 Cyclist OUT,Drumcondra Cyclists 2,Drumcondra Cyclists 2 Cyclist IN,Drumcondra Cyclists 2 Cyclist OUT,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B,North Strand Rd S/B,Richmond Street Cyclists 1,Richmond Street Cyclists 1 Cyclist IN,Richmond Street Cyclists 1 Cyclist OUT,Richmond Street Cyclists 2 ,Richmond Street Cyclists 2  Cyclist IN,Richmond Street Cyclists 2  Cyclist OUT
31-03-2021 08:00:00,,,,44,1,43,32,32,0,202,67,135,31,134,37,0,37,73,0,73
31-03-2021 09:00:00,,,,35,0,35,20,20,0,128,34,94,29,55,30,0,30,83,0,83
31-03-2021 10:00:00,5,4,1,24,1,23,16,16,0,86,23,63,27,50,30,0,30,66,0,66
31-03-2021 11:00:00,14,9,5,25,0,25,18,18,0,116,41,75,34,34,44,0,44,75,0,75
31-03-2021 12:00:00,12,5,7,41,0,41,9,9,0,138,62,76,44,52,62,0,62,101,0,101
31-03-2021 13:00:00,20,11,9,58,1,57,3,3,0,163,65,98,53,63,110,1,109,101,0,101
31-03-2021 14:00:00,15,7,8,74,0,74,9,9,0,129,54,75,56,38,88,2,86,78,1,77
31-03-2021 15:00:00,18,10,8,71,0,71,12,12,0,123,55,68,73,56,89,0,89,78,1,77
31-03-2021 16:00:00,22,10,12,92,0,92,10,10,0,214,108,106,123,43,126,0,126,79,1,78
31-03-2021 17:00:00,16,10,6,105,1,104,13,13,0,247,137,110,132,42,137,0,137,127,1,126
31-03-2021 18:00:00,27,14,13,117,1,116,17,17,0,216,118,98,127,31,138,0,138,135,1,134
31-03-2021 19:00:00,19,10,9,84,0,84,11,10,1,202,96,106,68,53,133,0,133,124,1,123
31-03-2021 20:00:00,7,2,5,64,0,64,4,4,0,116,62,54,66,44,88,2,86,116,0,116
31-03-2021 21:00:00,9,5,4,27,1,26,6,6,0,79,44,35,44,21,67,1,66,59,0,59
31-03-2021 22:00:00,6,1,5,28,1,27,4,4,0,50,31,19,24,20,31,1,30,27,0,27
31-03-2021 23:00:00,3,0,3,15,0,15,3,3,0,23,11,12,12,11,15,0,15,19,0,19
01-04-2021 00:00:00,4,3,1,4,0,4,1,1,0,16,7,9,5,2,17,0,17,7,0,7
01-04-2021 01:00:00,0,0,0,0,0,0,0,0,0,4,1,3,2,1,1,0,1,0,0,0
01-04-2021 02:00:00,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,2
01-04-2021 03:00:00,3,2,1,1,0,1,0,0,0,3,3,0,2,0,1,0,1,0,0,0
01-04-2021 04:00:00,1,1,0,2,0,2,0,0,0,8,3,5,0,2,0,0,0,1,0,1
01-04-2021 05:00:00,0,0,0,8,0,8,3,3,0,24,3,21,3,10,1,0,1,7,0,7
01-04-2021 06:00:00,2,2,0,10,0,10,8,8,0,61,14,47,16,39,14,0,14,21,0,21
01-04-2021 07:00:00,12,9,3,43,0,43,26,26,0,154,60,94,22,96,24,1,23,43,0,43
01-04-2021 08:00:00,12,11,1,36,1,35,19,19,0,192,68,124,31,120,26,0,26,78,0,78
01-04-2021 09:00:00,3,2,1,26,0,26,25,25,0,122,28,94,32,60,26,1,25,82,1,81
01-04-2021 10:00:00,7,6,1,22,0,22,9,9,0,81,23,58,25,38,34,0,34,64,0,64
01-04-2021 11:00:00,13,11,2,31,0,31,10,10,0,82,31,51,34,33,49,1,48,54,0,54
01-04-2021 12:00:00,10,4,6,56,0,56,4,4,0,100,41,59,35,58,57,1,56,95,0,95
01-04-2021 13:00:00,9,6,3,61,2,59,6,6,0,129,60,69,64,60,91,0,91,110,1,109
01-04-2021 14:00:00,16,8,8,66,1,65,8,8,0,125,55,70,59,55,87,1,86,95,1,94
01-04-2021 15:00:00,10,6,4,61,0,61,9,9,0,107,54,53,77,42,80,0,80,72,1,71
01-04-2021 16:00:00,13,6,7,80,0,80,8,8,0,156,78,78,78,60,98,1,97,85,0,85
01-04-2021 17:00:00,14,7,7,90,0,90,11,11,0,218,119,99,130,51,139,0,139,137,0,137
01-04-2021 18:00:00,16,11,5,97,0,97,10,10,0,209,103,106,125,49,122,0,122,134,1,133
01-04-2021 19:00:00,13,6,7,99,0,99,11,11,0,157,81,76,81,45,147,0,147,154,1,153
01-04-2021 20:00:00,7,4,3,56,0,56,4,4,0,131,71,60,83,27,92,0,92,105,0,105
01-04-2021 21:00:00,4,3,1,47,0,47,13,13,0,96,47,49,52,26,59,0,59,64,0,64
01-04-2021 22:00:00,3,1,2,38,0,38,7,7,0,50,32,18,32,20,27,0,27,53,1,52
01-04-2021 23:00:00,3,3,0,17,0,17,8,8,0,23,13,10,13,10,21,0,21,18,0,18
02-04-2021 00:00:00,1,1,0,13,0,13,0,0,0,21,10,11,4,5,12,0,12,10,0,10
02-04-2021 01:00:00,0,0,0,1,0,1,0,0,0,12,7,5,2,1,1,0,1,0,0,0
02-04-2021 02:00:00,0,0,0,0,0,0,1,1,0,3,2,1,2,1,4,0,4,3,0,3
02-04-2021 03:00:00,0,0,0,1,0,1,0,0,0,6,6,0,1,0,3,0,3,1,0,1
02-04-2021 04:00:00,1,1,0,3,0,3,1,1,0,13,4,9,2,2,1,0,1,1,0,1
02-04-2021 05:00:00,0,0,0,4,0,4,3,3,0,21,3,18,5,9,3,0,3,4,0,4
02-04-2021 06:00:00,1,1,0,8,1,7,10,10,0,40,9,31,18,24,9,1,8,12,0,12
02-04-2021 07:00:00,5,2,3,12,0,12,11,11,0,88,38,50,19,49,14,2,12,29,0,29
02-04-2021 08:00:00,7,7,0,29,0,29,15,15,0,98,43,55,27,45,20,0,20,41,0,41
02-04-2021 09:00:00,13,10,3,18,0,18,18,18,0,77,28,49,38,28,28,0,28,44,0,44
02-04-2021 10:00:00,12,10,2,34,0,34,12,11,1,114,42,72,58,52,35,0,35,75,0,75
02-04-2021 11:00:00,19,12,7,32,0,32,8,8,0,133,54,79,69,64,51,0,51,72,0,72
02-04-2021 12:00:00,22,12,10,66,1,65,4,4,0,154,61,93,94,68,91,0,91,136,0,136
02-04-2021 13:00:00,12,10,2,75,1,74,10,10,0,202,72,130,115,67,97,0,97,133,0,133
02-04-2021 14:00:00,15,3,12,82,0,82,6,6,0,230,89,141,113,95,77,0,77,149,1,148
02-04-2021 15:00:00,21,9,12,78,0,78,13,13,0,200,97,103,114,96,104,0,104,88,0,88
02-04-2021 16:00:00,27,24,3,82,1,81,14,14,0,215,100,115,97,102,111,0,111,119,1,118
02-04-2021 17:00:00,18,7,11,84,1,83,14,14,0,225,102,123,110,101,123,0,123,139,0,139
02-04-2021 18:00:00,12,5,7,75,0,75,17,17,0,188,91,97,84,64,148,0,148,138,2,136
02-04-2021 19:00:00,20,8,12,79,1,78,18,17,1,213,113,100,81,51,156,0,156,137,0,137
02-04-2021 20:00:00,9,1,8,63,0,63,7,7,0,133,70,63,50,50,114,2,112,104,0,104
02-04-2021 21:00:00,6,4,2,51,0,51,2,2,0,94,51,43,43,26,68,0,68,92,0,92
02-04-2021 22:00:00,4,2,2,30,0,30,10,10,0,63,36,27,29,10,35,0,35,61,1,60
02-04-2021 23:00:00,10,3,7,33,0,33,6,6,0,36,21,15,12,12,15,0,15,25,0,25
03-04-2021 00:00:00,0,0,0,6,1,5,1,1,0,28,19,9,14,7,11,0,11,14,0,14
03-04-2021 01:00:00,1,1,0,0,0,0,2,2,0,27,13,14,4,3,1,0,1,1,0,1
03-04-2021 02:00:00,0,0,0,0,0,0,0,0,0,8,5,3,9,2,3,0,3,5,0,5
03-04-2021 03:00:00,1,0,1,2,0,2,3,3,0,8,6,2,2,0,2,0,2,2,0,2
03-04-2021 04:00:00,0,0,0,1,0,1,0,0,0,11,4,7,3,5,2,0,2,3,0,3
03-04-2021 05:00:00,1,0,1,3,0,3,2,2,0,8,1,7,2,6,2,0,2,0,0,0
03-04-2021 06:00:00,1,1,0,3,0,3,3,3,0,25,6,19,12,14,10,0,10,4,0,4
03-04-2021 07:00:00,4,3,1,7,0,7,3,3,0,38,17,21,12,13,13,0,13,16,0,16
03-04-2021 08:00:00,2,2,0,17,0,17,15,15,0,53,21,32,27,33,16,0,16,25,0,25
03-04-2021 09:00:00,3,1,2,8,0,8,14,14,0,76,23,53,25,41,28,0,28,45,1,44
03-04-2021 10:00:00,21,17,4,25,1,24,8,8,0,123,52,71,72,58,45,0,45,53,0,53
03-04-2021 11:00:00,26,15,11,44,0,44,8,8,0,177,62,115,76,55,67,1,66,80,1,79
03-04-2021 12:00:00,31,22,9,71,0,71,13,13,0,177,80,97,106,47,77,0,77,122,1,121
03-04-2021 13:00:00,24,18,6,96,0,96,17,16,1,200,87,113,138,67,118,0,118,139,0,139
03-04-2021 14:00:00,24,15,9,82,1,81,8,8,0,260,105,155,124,111,129,1,128,134,0,134
03-04-2021 15:00:00,24,10,14,86,0,86,24,24,0,226,95,131,125,126,109,1,108,119,0,119
03-04-2021 16:00:00,37,17,20,64,0,64,16,16,0,180,76,104,73,125,128,0,128,112,0,112
03-04-2021 17:00:00,22,13,9,80,0,80,13,13,0,184,75,109,96,79,134,1,133,107,1,106
03-04-2021 18:00:00,18,8,10,84,0,84,16,16,0,172,93,79,67,77,119,0,119,130,0,130
03-04-2021 19:00:00,18,9,9,63,0,63,21,19,2,208,108,100,83,73,122,1,121,130,1,129
03-04-2021 20:00:00,9,6,3,40,0,40,9,9,0,121,63,58,49,36,84,0,84,122,1,121
03-04-2021 21:00:00,4,3,1,49,0,49,4,4,0,82,45,37,40,20,95,1,94,94,0,94
03-04-2021 22:00:00,3,2,1,38,0,38,5,5,0,56,34,22,38,11,49,0,49,62,0,62
03-04-2021 23:00:00,1,1,0,26,0,26,0,0,0,25,11,14,16,4,20,0,20,24,0,24
04-04-2021 00:00:00,0,0,0,6,0,6,2,2,0,25,16,9,10,6,6,0,6,7,0,7
04-04-2021 01:00:00,2,0,2,2,0,2,0,0,0,18,10,8,7,1,0,0,0,0,0,0
04-04-2021 02:00:00,0,0,0,2,0,2,0,0,0,5,4,1,6,4,2,0,2,4,0,4
04-04-2021 03:00:00,0,0,0,0,0,0,0,0,0,10,4,6,1,1,5,0,5,2,0,2
04-04-2021 04:00:00,0,0,0,2,0,2,3,3,0,4,1,3,0,1,4,0,4,0,0,0
04-04-2021 05:00:00,0,0,0,3,0,3,0,0,0,9,2,7,4,3,1,0,1,4,0,4
04-04-2021 06:00:00,1,1,0,1,0,1,1,1,0,20,3,17,15,15,10,0,10,8,0,8
04-04-2021 07:00:00,5,4,1,12,0,12,7,7,0,21,4,17,9,17,9,0,9,10,0,10
04-04-2021 08:00:00,4,4,0,14,0,14,5,5,0,34,14,20,23,10,11,0,11,14,0,14
04-04-2021 09:00:00,7,5,2,17,0,17,16,16,0,59,21,38,32,41,15,0,15,36,1,35
04-04-2021 10:00:00,7,4,3,24,0,24,10,10,0,110,37,73,56,34,34,0,34,37,1,36
04-04-2021 11:00:00,22,17,5,50,0,50,11,10,1,154,63,91,63,21,35,0,35,59,1,58
04-04-2021 12:00:00,29,16,13,63,0,63,10,10,0,172,80,92,129,56,72,0,72,92,0,92
04-04-2021 13:00:00,35,19,16,76,1,75,9,9,0,166,60,106,113,78,102,1,101,118,0,118
04-04-2021 14:00:00,21,9,12,62,0,62,6,6,0,175,85,90,104,73,79,0,79,79,1,78
04-04-2021 15:00:00,13,5,8,54,3,51,7,7,0,161,70,91,83,62,88,0,88,95,1,94
04-04-2021 16:00:00,13,5,8,47,2,45,18,18,0,139,68,71,70,61,73,1,72,89,0,89
04-04-2021 17:00:00,23,6,17,58,1,57,9,9,0,128,55,73,49,72,99,0,99,107,0,107
04-04-2021 18:00:00,17,8,9,52,0,52,5,5,0,116,55,61,54,71,72,1,71,104,0,104
04-04-2021 19:00:00,11,6,5,52,0,52,9,9,0,91,46,45,57,39,63,0,63,92,0,92
04-04-2021 20:00:00,4,1,3,52,0,52,9,9,0,80,36,44,28,32,60,0,60,84,0,84
04-04-2021 21:00:00,6,2,4,25,0,25,5,5,0,67,32,35,35,22,29,0,29,36,0,36
04-04-2021 22:00:00,3,1,2,33,1,32,8,8,0,35,18,17,19,12,29,1,28,31,0,31
04-04-2021 23:00:00,3,1,2,6,0,6,4,4,0,24,11,13,15,2,26,0,26,19,0,19
05-04-2021 00:00:00,1,0,1,6,0,6,0,0,0,10,7,3,3,4,6,0,6,5,0,5
05-04-2021 01:00:00,0,0,0,1,0,1,0,0,0,13,4,9,4,1,0,0,0,0,0,0
05-04-2021 02:00:00,0,0,0,3,0,3,0,0,0,4,2,2,5,1,2,0,2,0,0,0
05-04-2021 03:00:00,0,0,0,2,0,2,1,1,0,2,2,0,0,3,4,0,4,4,0,4
05-04-2021 04:00:00,0,0,0,3,0,3,0,0,0,5,1,4,1,2,0,0,0,2,0,2
05-04-2021 05:00:00,0,0,0,3,0,3,1,1,0,8,2,6,1,7,2,0,2,1,0,1
05-04-2021 06:00:00,0,0,0,6,1,5,3,3,0,15,2,13,7,10,5,0,5,10,0,10
05-04-2021 07:00:00,1,1,0,7,0,7,10,10,0,32,13,19,10,16,8,0,8,12,0,12
05-04-2021 08:00:00,2,1,1,8,0,8,9,9,0,31,10,21,14,16,15,0,15,11,0,11
05-04-2021 09:00:00,3,2,1,21,0,21,12,12,0,50,15,35,16,19,11,0,11,25,0,25
05-04-2021 10:00:00,8,3,5,21,0,21,8,8,0,61,23,38,25,26,25,0,25,41,0,41
05-04-2021 11:00:00,17,10,7,30,0,30,6,6,0,64,25,39,50,35,34,0,34,56,3,53
05-04-2021 12:00:00,15,9,6,43,0,43,7,7,0,96,43,53,61,34,78,1,77,107,1,106
05-04-2021 13:00:00,18,11,7,47,0,47,1,1,0,104,49,55,65,50,76,1,75,86,0,86
05-04-2021 14:00:00,18,10,8,42,1,41,6,6,0,139,50,89,57,56,72,0,72,98,1,97
05-04-2021 15:00:00,21,13,8,63,0,63,5,5,0,135,67,68,65,49,67,0,67,88,0,88
05-04-2021 16:00:00,26,15,11,47,0,47,6,6,0,99,43,56,47,43,73,1,72,74,0,74
05-04-2021 17:00:00,9,5,4,49,0,49,10,10,0,105,55,50,48,36,81,0,81,80,0,80
05-04-2021 18:00:00,10,6,4,57,0,57,3,3,0,90,40,50,50,33,87,0,87,103,0,103
05-04-2021 19:00:00,5,2,3,51,0,51,9,8,1,86,41,45,56,27,95,0,95,104,0,104
05-04-2021 20:00:00,5,4,1,49,0,49,5,5,0,73,42,31,41,24,74,0,74,83,0,83
05-04-2021 21:00:00,2,1,1,29,0,29,4,4,0,40,26,14,30,24,44,0,44,53,0,53
05-04-2021 22:00:00,8,6,2,16,0,16,4,4,0,23,12,11,15,3,27,0,27,30,0,30
05-04-2021 23:00:00,0,0,0,7,0,7,0,0,0,16,6,10,8,4,9,0,9,11,0,11
06-04-2021 00:00:00,0,0,0,2,0,2,0,0,0,7,3,4,5,1,2,0,2,2,0,2
06-04-2021 01:00:00,0,0,0,1,0,1,1,0,1,2,1,1,2,1,1,0,1,0,0,0
06-04-2021 02:00:00,1,0,1,0,0,0,2,2,0,1,0,1,0,3,0,0,0,0,0,0
06-04-2021 03:00:00,0,0,0,1,0,1,1,1,0,2,1,1,0,0,2,0,2,1,0,1
06-04-2021 04:00:00,1,1,0,2,0,2,2,2,0,7,3,4,1,3,2,0,2,2,0,2
06-04-2021 05:00:00,0,0,0,2,0,2,5,5,0,22,2,20,2,13,2,0,2,6,0,6
06-04-2021 06:00:00,2,2,0,9,0,9,3,3,0,47,6,41,11,34,6,0,6,26,0,26
06-04-2021 07:00:00,4,3,1,22,0,22,22,21,1,142,45,97,24,76,22,0,22,45,0,45
06-04-2021 08:00:00,12,10,2,30,0,30,30,30,0,166,56,110,22,64,27,1,26,59,0,59
06-04-2021 09:00:00,11,6,5,15,0,15,12,12,0,106,27,79,21,40,24,0,24,89,1,88
06-04-2021 10:00:00,9,6,3,20,0,20,17,17,0,77,27,50,20,28,35,0,35,40,0,40
06-04-2021 11:00:00,14,5,9,30,0,30,8,8,0,71,29,42,31,33,39,0,39,55,1,54
06-04-2021 12:00:00,11,6,5,30,0,30,6,6,0,98,35,63,37,31,63,0,63,57,0,57
06-04-2021 13:00:00,18,13,5,56,0,56,2,2,0,134,62,72,43,27,63,0,63,55,1,54
06-04-2021 14:00:00,18,13,5,45,0,45,10,10,0,85,40,45,52,34,74,0,74,63,0,63
06-04-2021 15:00:00,7,2,5,37,0,37,8,7,1,108,60,48,51,43,66,0,66,54,0,54
06-04-2021 16:00:00,19,8,11,67,0,67,6,6,0,124,56,68,80,41,75,0,75,76,0,76
06-04-2021 17:00:00,13,7,6,93,0,93,5,5,0,207,110,97,116,25,108,0,108,94,0,94
06-04-2021 18:00:00,8,1,7,82,0,82,12,11,1,168,95,73,80,42,111,1,110,96,0,96
06-04-2021 19:00:00,13,7,6,57,0,57,11,11,0,124,78,46,58,20,85,0,85,82,0,82
06-04-2021 20:00:00,9,5,4,38,0,38,3,3,0,80,42,38,37,33,63,0,63,55,2,53
06-04-2021 21:00:00,0,0,0,26,0,26,1,1,0,39,25,14,29,15,38,0,38,45,0,45
06-04-2021 22:00:00,1,1,0,22,0,22,1,1,0,24,14,10,18,9,19,0,19,18,0,18
06-04-2021 23:00:00,0,0,0,6,0,6,1,1,0,12,6,6,6,3,6,0,6,8,0,8
07-04-2021 00:00:00,0,0,0,2,0,2,0,0,0,6,2,4,1,1,3,0,3,1,0,1
07-04-2021 01:00:00,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,2,0,2
07-04-2021 02:00:00,0,0,0,1,0,1,1,1,0,1,0,1,2,1,0,0,0,0,0,0
07-04-2021 03:00:00,0,0,0,2,0,2,0,0,0,2,2,0,1,0,1,0,1,0,0,0
07-04-2021 04:00:00,0,0,0,2,0,2,1,1,0,8,3,5,1,2,2,0,2,1,0,1
07-04-2021 05:00:00,0,0,0,6,0,6,7,7,0,19,2,17,3,9,7,0,7,2,0,2
07-04-2021 06:00:00,2,2,0,10,0,10,6,6,0,41,2,39,10,38,8,0,8,26,0,26
07-04-2021 07:00:00,15,13,2,24,0,24,22,21,1,139,49,90,20,62,24,0,24,43,0,43
07-04-2021 08:00:00,14,11,3,35,2,33,20,20,0,194,69,125,20,100,30,1,29,81,0,81
07-04-2021 09:00:00,10,8,2,18,0,18,11,11,0,106,26,80,23,51,27,0,27,83,0,83
07-04-2021 10:00:00,7,2,5,15,0,15,9,9,0,72,25,47,28,20,24,0,24,65,0,65
07-04-2021 11:00:00,6,4,2,26,0,26,10,10,0,83,28,55,24,21,26,0,26,53,0,53
07-04-2021 12:00:00,10,6,4,36,0,36,10,10,0,111,41,70,43,40,69,0,69,68,0,68
07-04-2021 13:00:00,10,6,4,35,0,35,6,6,0,122,53,69,46,60,79,1,78,94,1,93
07-04-2021 14:00:00,15,12,3,52,1,51,7,7,0,95,38,57,53,27,61,1,60,79,0,79
07-04-2021 15:00:00,14,10,4,39,0,39,8,8,0,95,54,41,63,48,71,1,70,66,0,66
07-04-2021 16:00:00,18,6,12,72,0,72,9,9,0,156,69,87,94,28,90,0,90,81,0,81
07-04-2021 17:00:00,16,11,5,89,0,89,9,9,0,192,106,86,121,32,99,1,98,98,1,97
07-04-2021 18:00:00,9,6,3,95,0,95,11,11,0,198,115,83,95,28,109,0,109,96,0,96
07-04-2021 19:00:00,16,5,11,58,0,58,10,10,0,131,72,59,65,30,108,0,108,98,0,98
07-04-2021 20:00:00,11,6,5,52,0,52,9,9,0,76,37,39,52,20,55,1,54,72,0,72
07-04-2021 21:00:00,5,1,4,27,0,27,7,7,0,52,31,21,30,14,38,0,38,49,0,49
07-04-2021 22:00:00,6,3,3,23,0,23,7,7,0,26,13,13,18,12,29,0,29,22,0,22
07-04-2021 23:00:00,1,1,0,15,0,15,5,5,0,15,11,4,7,6,10,0,10,3,0,3
08-04-2021 00:00:00,0,0,0,4,0,4,0,0,0,8,4,4,3,2,11,0,11,2,0,2
08-04-2021 01:00:00,0,0,0,1,0,1,0,0,0,3,3,0,1,2,0,0,0,1,0,1
08-04-2021 02:00:00,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,0,2,3,0,3
08-04-2021 03:00:00,0,0,0,0,0,0,0,0,0,4,3,1,2,2,1,0,1,3,0,3
08-04-2021 04:00:00,0,0,0,7,0,7,0,0,0,5,1,4,1,3,1,0,1,2,0,2
08-04-2021 05:00:00,0,0,0,6,0,6,2,2,0,19,1,18,1,13,3,0,3,3,0,3
08-04-2021 06:00:00,4,4,0,13,0,13,11,11,0,59,12,47,12,33,13,0,13,24,0,24
08-04-2021 07:00:00,9,8,1,28,1,27,20,19,1,140,49,91,27,69,23,0,23,38,0,38
08-04-2021 08:00:00,17,12,5,30,0,30,22,22,0,198,69,129,22,118,31,1,30,64,0,64
08-04-2021 09:00:00,9,8,1,27,0,27,16,16,0,114,30,84,24,64,30,0,30,72,0,72
08-04-2021 10:00:00,8,5,3,17,0,17,8,8,0,84,23,61,24,23,19,0,19,45,0,45
08-04-2021 11:00:00,11,6,5,21,0,21,13,13,0,73,28,45,30,31,29,0,29,49,0,49
08-04-2021 12:00:00,11,8,3,41,0,41,4,4,0,94,37,57,49,39,46,0,46,105,0,105
08-04-2021 13:00:00,9,4,5,40,0,40,2,2,0,111,43,68,48,54,61,0,61,99,0,99
08-04-2021 14:00:00,10,4,6,34,1,33,1,1,0,101,51,50,43,46,69,1,68,67,0,67
08-04-2021 15:00:00,14,8,6,46,0,46,5,5,0,101,50,51,64,32,52,1,51,69,0,69
08-04-2021 16:00:00,18,9,9,76,0,76,8,8,0,135,66,69,91,30,86,0,86,70,1,69
08-04-2021 17:00:00,24,16,8,90,0,90,17,17,0,230,116,114,117,31,135,0,135,116,0,116
08-04-2021 18:00:00,14,3,11,93,1,92,10,10,0,187,88,99,125,53,99,0,99,120,0,120
08-04-2021 19:00:00,15,4,11,65,0,65,15,15,0,133,71,62,61,39,110,0,110,119,0,119
08-04-2021 20:00:00,15,8,7,59,0,59,10,9,1,110,61,49,56,33,73,0,73,95,0,95
08-04-2021 21:00:00,2,1,1,32,1,31,2,2,0,58,35,23,34,21,51,0,51,72,0,72
08-04-2021 22:00:00,2,1,1,20,1,19,1,1,0,29,19,10,26,9,28,0,28,26,0,26
08-04-2021 23:00:00,0,0,0,14,0,14,0,0,0,30,16,14,10,2,18,0,18,8,0,8
09-04-2021 00:00:00,1,0,1,4,0,4,0,0,0,3,1,2,6,7,8,0,8,3,0,3
09-04-2021 01:00:00,0,0,0,1,0,1,0,0,0,10,7,3,2,0,1,0,1,0,0,0
09-04-2021 02:00:00,0,0,0,0,0,0,1,1,0,2,0,2,5,1,1,0,1,0,0,0
09-04-2021 03:00:00,0,0,0,2,0,2,0,0,0,4,3,1,0,0,1,0,1,0,0,0
09-04-2021 04:00:00,0,0,0,3,0,3,1,1,0,8,4,4,1,2,2,1,1,2,0,2
09-04-2021 05:00:00,1,1,0,3,0,3,5,5,0,19,1,18,2,10,5,0,5,2,0,2
09-04-2021 06:00:00,3,3,0,3,0,3,11,11,0,54,8,46,19,42,12,1,11,24,0,24
09-04-2021 07:00:00,13,11,2,36,0,36,14,14,0,124,33,91,21,60,28,0,28,44,0,44
09-04-2021 08:00:00,9,7,2,32,0,32,24,24,0,172,59,113,32,99,33,0,33,57,0,57
09-04-2021 09:00:00,6,5,1,27,0,27,23,23,0,120,28,92,37,57,44,1,43,97,0,97
09-04-2021 10:00:00,13,8,5,24,0,24,8,8,0,80,34,46,37,38,39,0,39,53,0,53
09-04-2021 11:00:00,15,7,8,29,0,29,6,5,1,94,36,58,38,41,54,0,54,55,0,55
09-04-2021 12:00:00,7,6,1,54,0,54,1,1,0,109,43,66,50,51,68,0,68,64,0,64
09-04-2021 13:00:00,7,6,1,56,0,56,2,2,0,92,37,55,66,38,85,1,84,99,0,99
09-04-2021 14:00:00,14,8,6,47,0,47,2,2,0,117,63,54,73,45,52,1,51,78,0,78
09-04-2021 15:00:00,12,5,7,61,1,60,1,0,1,93,49,44,68,42,55,0,55,76,0,76
09-04-2021 16:00:00,14,9,5,82,0,82,3,3,0,129,65,64,79,34,107,1,106,75,0,75
09-04-2021 17:00:00,15,5,10,87,0,87,1,1,0,199,108,91,91,41,138,2,136,133,0,133
09-04-2021 18:00:00,12,4,8,96,0,96,9,9,0,160,85,75,86,34,152,1,151,141,0,141
09-04-2021 19:00:00,10,4,6,88,0,88,14,14,0,150,75,75,98,45,138,1,137,155,0,155
09-04-2021 20:00:00,13,6,7,54,0,54,15,15,0,119,62,57,56,34,103,1,102,120,0,120
09-04-2021 21:00:00,7,4,3,49,0,49,1,1,0,57,35,22,44,22,78,0,78,98,1,97
09-04-2021 22:00:00,3,2,1,34,0,34,6,6,0,54,31,23,21,18,46,0,46,60,0,60
09-04-2021 23:00:00,2,2,0,16,1,15,3,3,0,30,14,16,11,3,32,1,31,29,2,27
10-04-2021 00:00:00,4,1,3,15,0,15,3,3,0,14,7,7,9,2,14,1,13,8,0,8
10-04-2021 01:00:00,0,0,0,2,0,2,0,0,0,11,6,5,8,5,0,0,0,1,0,1
10-04-2021 02:00:00,0,0,0,4,0,4,0,0,0,12,7,5,4,1,2,0,2,2,0,2
10-04-2021 03:00:00,0,0,0,2,0,2,0,0,0,6,4,2,1,1,1,0,1,2,0,2
10-04-2021 04:00:00,0,0,0,2,0,2,2,2,0,7,4,3,4,4,3,0,3,1,0,1
10-04-2021 05:00:00,0,0,0,4,1,3,1,1,0,12,1,11,7,4,3,0,3,1,0,1
10-04-2021 06:00:00,2,2,0,4,0,4,1,1,0,14,1,13,9,13,5,0,5,7,0,7
10-04-2021 07:00:00,2,1,1,6,1,5,7,7,0,31,11,20,14,20,18,0,18,12,0,12
10-04-2021 08:00:00,2,1,1,18,1,17,4,4,0,48,18,30,21,20,13,0,13,18,0,18
10-04-2021 09:00:00,15,11,4,19,2,17,13,13,0,74,24,50,23,21,16,0,16,40,0,40
10-04-2021 10:00:00,10,4,6,26,0,26,4,4,0,130,48,82,44,23,38,0,38,55,0,55
10-04-2021 11:00:00,20,14,6,34,0,34,10,10,0,152,60,92,73,51,53,0,53,83,0,83
10-04-2021 12:00:00,20,10,10,59,0,59,5,5,0,174,65,109,84,47,90,0,90,112,0,112
10-04-2021 13:00:00,12,8,4,69,1,68,9,9,0,174,81,93,88,54,118,0,118,113,0,113
10-04-2021 14:00:00,26,17,9,64,1,63,5,4,1,185,88,97,103,74,96,0,96,137,1,136
10-04-2021 15:00:00,19,12,7,53,0,53,24,24,0,142,71,71,88,49,107,3,104,105,0,105
10-04-2021 16:00:00,17,9,8,63,0,63,20,20,0,128,56,72,58,73,107,0,107,102,0,102
10-04-2021 17:00:00,16,6,10,73,0,73,16,15,1,138,71,67,69,62,121,0,121,171,0,171
10-04-2021 18:00:00,9,4,5,69,1,68,8,8,0,134,73,61,71,60,117,2,115,110,0,110
10-04-2021 19:00:00,9,8,1,59,0,59,8,8,0,92,39,53,74,47,93,0,93,130,0,130
10-04-2021 20:00:00,6,5,1,56,0,56,5,5,0,109,48,61,53,28,122,0,122,140,0,140
10-04-2021 21:00:00,7,1,6,39,0,39,1,1,0,75,32,43,42,21,66,0,66,87,0,87
10-04-2021 22:00:00,3,1,2,32,3,29,2,2,0,59,36,23,26,9,40,0,40,55,0,55
10-04-2021 23:00:00,2,0,2,16,0,16,7,7,0,33,24,9,17,6,22,0,22,27,0,27
11-04-2021 00:00:00,0,0,0,5,0,5,0,0,0,12,6,6,12,4,12,0,12,12,0,12
